0.274537,0.169574,0.288711,-0.999339,0.034781,-0.00821946,0.00660895,
0.274573,0.169544,0.288718,-0.999337,0.0348308,-0.00822635,0.00661723,
0.274573,0.169544,0.288718,-0.999337,0.0348308,-0.00822635,0.00661723,
0.274573,0.169544,0.288718,-0.999337,0.0348308,-0.00822635,0.00661723,
0.274601,0.169509,0.288714,-0.999336,0.0348844,-0.00822083,0.0066249,
0.274601,0.169509,0.288714,-0.999336,0.0348844,-0.00822083,0.0066249,
0.274551,0.169538,0.288639,-0.99934,0.0347956,-0.00814424,0.00657859,
0.274057,0.170135,0.28797,-0.999392,0.033561,-0.00744375,0.00580824,
0.274057,0.170135,0.28797,-0.999392,0.033561,-0.00744375,0.00580824,
0.274057,0.170135,0.28797,-0.999392,0.033561,-0.00744375,0.00580824,
0.272978,0.1714,0.286301,-0.999499,0.0309095,-0.00567213,0.00383641,
0.272978,0.1714,0.286301,-0.999499,0.0309095,-0.00567213,0.00383641,
0.271444,0.173108,0.283756,-0.999624,0.0272342,-0.00298069,0.000797073,
0.269647,0.175002,0.280686,-0.99973,0.0230382,0.000245671,-0.00290749,
0.269647,0.175002,0.280686,-0.99973,0.0230382,0.000245671,-0.00290749,
0.269647,0.175002,0.280686,-0.99973,0.0230382,0.000245671,-0.00290749,
0.267633,0.177014,0.27722,-0.999797,0.018445,0.00385994,-0.00713313,
0.267633,0.177014,0.27722,-0.999797,0.018445,0.00385994,-0.00713313,
0.265476,0.179056,0.273533,-0.999809,0.0136348,0.0076715,-0.011676,
0.265476,0.179056,0.273533,-0.999809,0.0136348,0.0076715,-0.011676,
0.263214,0.181088,0.269729,-0.999761,0.00869586,0.0115691,-0.0164155,
0.263214,0.181088,0.269729,-0.999761,0.00869586,0.0115691,-0.0164155,
0.260872,0.183088,0.265872,-0.999647,0.00367891,0.0154827,-0.0212733,
0.260872,0.183088,0.265872,-0.999647,0.00367891,0.0154827,-0.0212733,
0.258469,0.185043,0.262007,-0.999468,-0.0013834,0.0193652,-0.0261959,
0.256012,0.186948,0.258158,-0.999225,-0.00647673,0.0231914,-0.0311537,
0.256012,0.186948,0.258158,-0.999225,-0.00647673,0.0231914,-0.0311537,
0.256012,0.186948,0.258158,-0.999225,-0.00647673,0.0231914,-0.0311537,
0.253511,0.1888,0.254344,-0.998917,-0.0115887,0.0269423,-0.0361231,
0.253511,0.1888,0.254344,-0.998917,-0.0115887,0.0269423,-0.0361231,
0.250973,0.190597,0.250579,-0.998547,-0.0167097,0.030604,-0.0410857,
0.248403,0.192339,0.24687,-0.998117,-0.021835,0.034169,-0.0460307,
0.248403,0.192339,0.24687,-0.998117,-0.021835,0.034169,-0.0460307,
0.248403,0.192339,0.24687,-0.998117,-0.021835,0.034169,-0.0460307,
0.245805,0.194026,0.243223,-0.997628,-0.0269617,0.0376329,-0.0509505,
0.245805,0.194026,0.243223,-0.997628,-0.0269617,0.0376329,-0.0509505,
0.243183,0.195662,0.23964,-0.997082,-0.0320884,0.0409923,-0.0558388,
0.243183,0.195662,0.23964,-0.997082,-0.0320884,0.0409923,-0.0558388,
0.240652,0.197364,0.236073,-0.99649,-0.0371996,0.0441624,-0.0606051,
0.240652,0.197364,0.236073,-0.99649,-0.0371996,0.0441624,-0.0606051,
0.238444,0.199349,0.232287,-0.995863,-0.0422663,0.0470607,-0.0652373,
0.238444,0.199349,0.232287,-0.995863,-0.0422663,0.0470607,-0.0652373,
0.236625,0.201692,0.228083,-0.995195,-0.0472894,0.0497326,-0.0698339,
0.235143,0.20437,0.223423,-0.994484,-0.0522868,0.0522196,-0.0744388,
0.235143,0.20437,0.223423,-0.994484,-0.0522868,0.0522196,-0.0744388,
0.235143,0.20437,0.223423,-0.994484,-0.0522868,0.0522196,-0.0744388,
0.233884,0.207292,0.218391,-0.993728,-0.0572767,0.054548,-0.0790441,
0.233884,0.207292,0.218391,-0.993728,-0.0572767,0.054548,-0.0790441,
0.232707,0.21035,0.213136,-0.992931,-0.0622774,0.0567444,-0.0836099,
0.231342,0.213594,0.207796,-0.992106,-0.0672223,0.0590215,-0.0878855,
0.231342,0.213594,0.207796,-0.992106,-0.0672223,0.0590215,-0.0878855,
0.231342,0.213594,0.207796,-0.992106,-0.0672223,0.0590215,-0.0878855,
0.229629,0.217063,0.202454,-0.991276,-0.071985,0.0615434,-0.0916661,
0.229629,0.217063,0.202454,-0.991276,-0.071985,0.0615434,-0.0916661,
0.227665,0.220623,0.197156,-0.990452,-0.0764799,0.064235,-0.0950197,
0.227665,0.220623,0.197156,-0.990452,-0.0764799,0.064235,-0.0950197,
0.225555,0.224174,0.191917,-0.989641,-0.0806774,0.0670053,-0.0980446,
0.225555,0.224174,0.191917,-0.989641,-0.0806774,0.0670053,-0.0980446,
0.223362,0.227681,0.186723,-0.988842,-0.0845928,0.0698021,-0.100809,
0.221124,0.23115,0.181547,-0.988059,-0.0882518,0.0725928,-0.103351,
0.221124,0.23115,0.181547,-0.988059,-0.0882518,0.0725928,-0.103351,
0.221124,0.23115,0.181547,-0.988059,-0.0882518,0.0725928,-0.103351,
0.21886,0.234597,0.17636,-0.98729,-0.0916848,0.0753607,-0.1057,
0.21886,0.234597,0.17636,-0.98729,-0.0916848,0.0753607,-0.1057,
0.21658,0.23804,0.171131,-0.986536,-0.0949217,0.0780962,-0.107878,
0.214265,0.241523,0.165792,-0.985789,-0.0980153,0.0808147,-0.109919,
0.214265,0.241523,0.165792,-0.985789,-0.0980153,0.0808147,-0.109919,
0.214265,0.241523,0.165792,-0.985789,-0.0980153,0.0808147,-0.109919,
0.211983,0.244947,0.160495,-0.985071,-0.100899,0.0834281,-0.111779,
0.211983,0.244947,0.160495,-0.985071,-0.100899,0.0834281,-0.111779,
0.20966,0.248412,0.155087,-0.98436,-0.103681,0.0860086,-0.113527,
0.207317,0.251876,0.149632,-0.983664,-0.106349,0.0885199,-0.115151,
0.207317,0.251876,0.149632,-0.983664,-0.106349,0.0885199,-0.115151,
0.207317,0.251876,0.149632,-0.983664,-0.106349,0.0885199,-0.115151,
0.20495,0.255331,0.144146,-0.982983,-0.108917,0.0909528,-0.116658,
0.20495,0.255331,0.144146,-0.982983,-0.108917,0.0909528,-0.116658,
0.202561,0.258766,0.138646,-0.982319,-0.111395,0.0932984,-0.118053,
0.200145,0.262178,0.133143,-0.981671,-0.113796,0.0955524,-0.119345,
