0.273061,0.171107,0.286024,400,400,400,20,30,30,0
0.271586,0.172639,0.283337,400,400,400,20,30,30,0
0.270111,0.174171,0.28065,400,400,400,20,30,30,0
0.268635,0.175703,0.277963,400,400,400,20,30,30,0
0.26716,0.177236,0.275276,400,400,400,20,30,30,0
0.265685,0.178768,0.272588,400,400,400,20,30,30,0
0.264209,0.1803,0.269901,400,400,400,20,30,30,0
0.262734,0.181832,0.267214,400,400,400,20,30,30,0
0.261259,0.183365,0.264527,400,400,400,20,30,30,0
0.259783,0.184897,0.26184,400,400,400,20,30,30,0
0.258308,0.186429,0.259153,400,400,400,20,30,30,0
0.256832,0.187961,0.256466,400,400,400,20,30,30,0
0.255357,0.189494,0.253779,400,400,400,20,30,30,0
0.253882,0.191026,0.251092,400,400,400,20,30,30,0
0.252406,0.192558,0.248404,400,400,400,20,30,30,0
0.250931,0.19409,0.245717,400,400,400,20,30,30,0
0.249456,0.195623,0.24303,400,400,400,20,30,30,0
0.24798,0.197155,0.240343,400,400,400,20,30,30,0
0.246505,0.198687,0.237656,400,400,400,20,30,30,0
0.245029,0.200219,0.234969,400,400,400,20,30,30,0
0.243554,0.201752,0.232282,400,400,400,20,30,30,0
0.242079,0.203284,0.229595,400,400,400,20,30,30,0
0.240603,0.204816,0.226908,400,400,400,20,30,30,0
0.239128,0.206349,0.22422,400,400,400,20,30,30,0
0.237653,0.207881,0.221533,400,400,400,20,30,30,0
0.236177,0.209413,0.218846,400,400,400,20,30,30,0
0.234702,0.210945,0.216159,400,400,400,20,30,30,0
0.233227,0.212478,0.213472,400,400,400,20,30,30,0
0.231751,0.21401,0.210785,400,400,400,20,30,30,0
0.230276,0.215542,0.208098,400,400,400,20,30,30,0
0.2288,0.217074,0.205411,400,400,400,20,30,30,0
0.227325,0.218607,0.202724,400,400,400,20,30,30,0
0.22585,0.220139,0.200036,400,400,400,20,30,30,0
0.224374,0.221671,0.197349,400,400,400,20,30,30,0
0.222899,0.223203,0.194662,400,400,400,20,30,30,0
0.221424,0.224736,0.191975,400,400,400,20,30,30,0
0.219948,0.226268,0.189288,400,400,400,20,30,30,0
0.218473,0.2278,0.186601,400,400,400,20,30,30,0
0.216997,0.229332,0.183914,400,400,400,20,30,30,0
0.215522,0.230865,0.181227,400,400,400,20,30,30,0
0.214047,0.232397,0.17854,400,400,400,20,30,30,0
0.212571,0.233929,0.175852,400,400,400,20,30,30,0
0.211096,0.235461,0.173165,400,400,400,20,30,30,0
0.209621,0.236994,0.170478,400,400,400,20,30,30,0
0.208145,0.238526,0.167791,400,400,400,20,30,30,0
0.20667,0.240058,0.165104,400,400,400,20,30,30,0
0.205195,0.24159,0.162417,400,400,400,20,30,30,0
0.203719,0.243123,0.15973,400,400,400,20,30,30,0
0.202244,0.244655,0.157043,400,400,400,20,30,30,0
0.200768,0.246187,0.154356,400,400,400,20,30,30,0
0.199293,0.247719,0.151668,400,400,400,20,30,30,0
0.197818,0.249252,0.148981,400,400,400,20,30,30,0
0.196342,0.250784,0.146294,400,400,400,20,30,30,0
0.194867,0.252316,0.143607,400,400,400,20,30,30,0
0.193392,0.253848,0.14092,400,400,400,20,30,30,0
0.191916,0.255381,0.138233,400,400,400,20,30,30,0
0.190441,0.256913,0.135546,400,400,400,20,30,30,0
0.188965,0.258445,0.132859,400,400,400,20,30,30,0
0.18749,0.259977,0.130172,400,400,400,20,30,30,0
0.186015,0.26151,0.127484,400,400,400,20,30,30,0
0.184539,0.263042,0.124797,400,400,400,20,30,30,0
0.183064,0.264574,0.12211,400,400,400,20,30,30,0
0.181589,0.266107,0.119423,400,400,400,20,30,30,0
0.180113,0.267639,0.116736,400,400,400,20,30,30,0
0.178638,0.269171,0.114049,400,400,400,20,30,30,0
0.177163,0.270703,0.111362,400,400,400,20,30,30,0
0.175687,0.272236,0.108675,400,400,400,20,30,30,0
0.174212,0.273768,0.105988,400,400,400,20,30,30,0
0.172736,0.2753,0.1033,400,400,400,20,30,30,0
0.171261,0.276832,0.100613,400,400,400,20,30,30,0
0.169786,0.278365,0.0979262,400,400,400,20,30,30,0
0.16831,0.279897,0.0952391,400,400,400,20,30,30,0
0.166835,0.281429,0.092552,400,400,400,20,30,30,0
0.16536,0.282961,0.0898649,400,400,400,20,30,30,0
0.163884,0.284494,0.0871778,400,400,400,20,30,30,0
0.162409,0.286026,0.0844907,400,400,400,20,30,30,0
0.160933,0.287558,0.0818036,400,400,400,20,30,30,0
0.159458,0.28909,0.0791165,400,400,400,20,30,30,0
0.157983,0.290623,0.0764293,400,400,400,20,30,30,0
0.156507,0.292155,0.0737422,400,400,400,20,30,30,0
0.155032,0.293687,0.0710551,400,400,400,20,30,30,0
0.153557,0.295219,0.068368,400,400,400,20,30,30,0
0.152081,0.296752,0.0656809,400,400,400,20,30,30,0
0.150606,0.298284,0.0629938,400,400,400,20,30,30,0
0.149131,0.299816,0.0603067,400,400,400,20,30,30,0
0.147655,0.301348,0.0576196,400,400,400,20,30,30,0
0.14618,0.302881,0.0549324,400,400,400,20,30,30,0
0.144704,0.304413,0.0522453,400,400,400,20,30,30,0
0.143229,0.305945,0.0495582,400,400,400,20,30,30,0
0.141754,0.307477,0.0468711,400,400,400,20,30,30,0
0.140278,0.30901,0.044184,400,400,400,20,30,30,0
0.138803,0.310542,0.0414969,400,400,400,20,30,30,0
0.137328,0.312074,0.0388098,400,400,400,20,30,30,0
0.135852,0.313606,0.0361227,400,400,400,20,30,30,0
0.134377,0.315139,0.0334356,400,400,400,20,30,30,0
0.132901,0.316671,0.0307484,400,400,400,20,30,30,0
0.131426,0.318203,0.0280613,400,400,400,20,30,30,0
0.129951,0.319735,0.0253742,400,400,400,20,30,30,0
0.128475,0.321268,0.0226871,400,400,400,20,30,30,0
0.127,0.3228,0.02,400,400,400,20,30,30,0
0.161927,0.31139,0.0495083,400,400,400,20,30,30,0
0.161927,0.31139,0.0487447,400,400,400,20,30,30,0
0.161927,0.31139,0.0479811,400,400,400,20,30,30,0
0.161927,0.31139,0.0472174,400,400,400,20,30,30,0
0.161927,0.31139,0.0464538,400,400,400,20,30,30,0
0.161927,0.31139,0.0456902,400,400,400,20,30,30,0
0.161927,0.31139,0.0449266,400,400,400,20,30,30,0
0.161927,0.31139,0.0441629,400,400,400,20,30,30,0
0.161927,0.31139,0.0433993,400,400,400,20,30,30,0
0.161927,0.31139,0.0426357,400,400,400,20,30,30,0
0.161927,0.31139,0.0418721,400,400,400,20,30,30,0
0.161927,0.31139,0.0411084,400,400,400,20,30,30,0
0.161927,0.31139,0.0403448,400,400,400,20,30,30,0
0.161927,0.31139,0.0395812,400,400,400,20,30,30,0
0.161927,0.31139,0.0388176,400,400,400,20,30,30,0
0.161927,0.31139,0.0380539,400,400,400,20,30,30,0
0.161927,0.31139,0.0372903,400,400,400,20,30,30,0
